rating,title,text,asin,timestamp,helpful_vote,verified_purchase,sentiment,clean_text
4.0,Good brush,The brush is big and super soft but had a strong smell like barbie dolls hair. I had to wash it a couple of times for it to go ok away. I'm pleased with my purchase however.,B00YXYZ6BW,1581214195387,0,False,positive,brush big super soft strong smell like barbie doll hair wash couple time away pleased purchase however
3.0,Three Stars,This product is just okay. I wish it was easier to get the stamper plates out.,B00DBNDS8Y,1468708083000,0,True,neutral,product okay wish easier get stamper plate
5.0,Good size.,"I rated this item a while ago, and complained. I need to change my review. I said the wipes were not wet enough. After the first 3 or 4, they improved. It was only the first few that had dried out a little. They are a great size. They do a good job. I only wish they had a little more fragrance. I would recommend this item to my friends.",B07CT6VD8R,1598029386019,0,True,positive,rated item ago complained need change review said wipe not wet enough first improved first dried little great size good job wish little fragrance would recommend item friend
2.0,Loved it - then it shorted out,"I loved this hair dryer and used it for about 2.5 months before it sparked and shorted out, losing it's heat-drying function. I wasn't hurt (luckily) but it was a bit frightening seeing a flash of light pulsing through my hair in the morning. :-/",B00VIYHWUS,1476370770000,1,False,negative,loved hair dryer used month sparked shorted losing heat drying function hurt luckily bit frightening seeing flash light pulsing hair morning
3.0,Don't believe the advertisement,"I saw a commercial for these, I like the stuff BUT the advertisement is bs. It is no different than any other kind.",B08QMJLMCQ,1620761953457,0,True,neutral,saw commercial like stuff advertisement different kind
3.0,Not as “magical” as stated,Overall it was just like any other deep conditioner. I was expecting a lot more out of it.,B07ZD648WC,1579573628032,0,True,neutral,overall like deep conditioner expecting lot
5.0,Five Stars,Lightly scented - not too strong to wear at the office.,B00U6EZECE,1476461930000,0,True,positive,lightly scented not strong wear office
2.0,"Very disappointed, delayed my lip gloss making by a week",3rd time ordering this product 1st order was perfect everything worked well no missing pieces. However second and 3rd orders were missing clear stopped for the top of the tube. Which makes it useless. I was missing 11 stoppers this time. Being off by maybe 1 is okay at times but 11 is unacceptable. Guess you get your money’s worth,B08L3NMR7B,1616763202268,0,True,negative,time ordering product order perfect everything worked well missing piece however second order missing clear stopped top tube make useless missing stopper time maybe okay time unacceptable guess get money worth
1.0,One Star,It’s not KEMEI BRAND<br />Is a very cheap replic,B079BDZ5ZG,1526158233867,3,True,negative,not kemei brand cheap replic
3.0,Smaller than expected,I didn't realize this was the mini bottle 🤦‍♀️ I have been using this same foundation but purchasing from Ulta. I can't believe I paid 32 bucks for such a tiny thing....next time I better read the fine print! lol,B07VDMVB4K,1612981192360,1,True,neutral,realize mini bottle using foundation purchasing ulta believe paid buck tiny thing next time better read fine print lol
1.0,waste of money,following the directions minus a minute resulted in quite a lot of pain.<br /><br />The so called soothing cooling balm just increased the pain.,B0052YFCSO,1391167970000,0,True,negative,following direction minus minute resulted quite lot pain called soothing cooling balm increased pain
2.0,Does it work,So when i turn it on it doesnt immediately turn on. The fan turns half way for a good 5 min or more then kicks on when it wants too.... Maybe i got a defected one?,B07FKGGLCW,1546934082528,1,True,negative,turn doesnt immediately turn fan turn half way good min kick want maybe got defected one
4.0,Natural finish,I have oily skin and this spf is great. It’s not a matte finish but it’s not super shiny either. It’s a natural finish. It doesn’t run into my eyes and great under makeup!!!,B084C5TMT3,1657036272674,1,True,positive,oily skin spf great not matte finish not super shiny either natural finish run eye great makeup
3.0,... most of the container and my scars never got better. To give them credit,"I used most of the container and my scars never got better. To give them credit, my scars are several years old and deep. Hoped for some improvement but got nothing. I used the recommended 3 months for older scars. Guess I just need to do what everyone has advised and get fillers.",B00KXFD75M,1434602483000,0,True,neutral,used container scar never got better give credit scar several year old deep hoped improvement got nothing used recommended month older scar guess need everyone advised get filler
1.0,Pump doesn't unlock,These would get five stars if it wasn't for the fact that the pump doesn't open. Three out of 4 do not work. The bottles are thick and a good size.,B08CBXD29H,1615238314356,0,True,negative,would get five star fact pump open three not work bottle thick good size
3.0,simple but stylish!!!,"Very simple but stylish clip. This clip is elegant and neat. Love the different designs and that each one comes in silver and gold! Great quality and really pretty! This is good for keeping hair from falling to your face all day and great for any occasion! compliment nearly every hairstyle. Way above expectations and looked great for a gift. Very classy hair piece. This clip is made of metal, not with plastic which is strong and more importantly it is not chipping out. Hopefully I will have these clips forever, thank you for making them out of metal! I love these clips more and more each time when I use them on my hair.",B07TP3KFQL,1565027443927,0,True,neutral,simple stylish clip clip elegant neat love different design one come silver gold great quality really pretty good keeping hair falling face day great occasion compliment nearly every hairstyle way expectation looked great gift classy hair piece clip made metal not plastic strong importantly not chipping hopefully clip forever thank making metal love clip time use hair
3.0,Need better packaging,I like the product but Messy packaging,B01M7MBSSC,1566721235641,3,True,neutral,like product messy packaging
4.0,Like them,"they are good polishes. love the colors. the only thing that sucks is all the bottles look exactly the same with no indication of which color is which, so you have to open them to find out. i think i will just buy some small circle stickers and paint them with the color and stick to the bottles",B01CEBOM7Y,1512571911329,4,True,positive,good polish love color thing suck bottle look exactly indication color open find think buy small circle sticker paint color stick bottle
3.0,Eh...,Not much color pay off - I've had other lotions that work better. It did moisturize my skin prior to tanning so that was a plus.,B002HEW8I4,1489956290000,0,True,neutral,not much color pay lotion work better moisturize skin prior tanning plus
3.0,hard to use,this was really hard to figure out and did not work well at all,B0957VJ38P,1628174945137,0,True,neutral,really hard figure not work well
3.0,still searching for the right solution,"Holds a lot of large pills, which is good, but since there aren't individual lids for the compartments, you can't dump them in your hand.",B001MWZD16,1484421315000,1,True,neutral,hold lot large pill good since individual lid compartment dump hand
3.0,Lousy quality!,Scent fads away very quickly!,B001E76F6G,1622255704912,0,True,neutral,scent fad away quickly
1.0,SMALL,These were not what I expected! They are about the size of a thumb print.,B009WFVG66,1564339102521,0,True,negative,not expected size thumb print
3.0,"Okay, but could be better",They are cute but they are just very much curled kind of like a dolls lashes,B09Y5HNY86,1660706259195,0,True,neutral,cute much curled kind like doll lash
3.0,Three Stars,All small brushes. No larger ones. Should have paid more attention,B01F6UW2FO,1486653006000,0,False,neutral,small brush larger one paid attention
3.0,New product to add to your skin care routine,I've only used this product for a few weeks. Here's what I know. Apply to skin that is moist or lightly toweled after cleaning. Do not combine with Vitamin C serum. It's a Contraindications. Feel free to layer with hyaluronic acid and retinol! I find it best to use in the even when I can layer.<br />Pore minimizer and clearer skin.<br />I'm an Esthetician. I've switched from rubbing products all over my face to applying a few drops in my palm. You can mix multiple products and pat them into your skin rather than rubbing them. Trying it and see what you think.,B07X4G2QNK,1627518667848,10,True,neutral,used product week know apply skin moist lightly toweled cleaning not combine vitamin serum contraindication feel free layer hyaluronic acid retinol find best use even layer pore minimizer clearer skin esthetician switched rubbing product face applying drop palm mix multiple product pat skin rather rubbing trying see think
5.0,Great product!,Great product! Finally found one that works! Will buy again!,B0B76VW3CD,1662059590182,0,True,positive,great product finally found one work buy
1.0,Dried up,"So sad because I like the colors. Most were dried up and could not be used. Others, center was thick liquid and outer was dried.",B08VF88762,1631532923569,0,True,negative,sad like color dried could not used others center thick liquid outer dried
3.0,Eh. Smells like old lady and made hair frizzy,"I was excited to try this but personally found the aroma off-putting, like overpowering old lady perfume.<br />The scent I was willing to overlook if it made my hair healthy.<br />It did not.<br />This product e<br />Made my hair a frizzy mess unfortunately.<br />So sad to leave a bad review but hey, I appreciate blunt honesty, I hope you do too.<br />❤️",B09D284YRR,1647533148779,2,True,neutral,excited try personally found aroma putting like overpowering old lady perfume scent willing overlook made hair healthy not product made hair frizzy mess unfortunately sad leave bad review hey appreciate blunt honesty hope
1.0,Its was important to have fitted gloves,These gloves aren't tight on my hands at all. They are too loose. Which makes it harder to do hair color,B088WX5SRJ,1624706732776,0,True,negative,glove tight hand loose make harder hair color
5.0,It’s amazing. We will definitely buy more.,Wish it was a bigger bottle available,B09NMGB5H9,1649984616867,0,True,positive,wish bigger bottle available
5.0,I love it.,No more dandruff in my hair. This stuff is really hydrating for my thick coarse natural hair. I love it.,B017KRY6XM,1454092283000,1,True,positive,dandruff hair stuff really hydrating thick coarse natural hair love
3.0,Braiding,"I used this hair at the ends of my braids, i cut it off the weft , would not recommend this hair for weaving",B07RY8VXY4,1687746424414,0,True,neutral,used hair end braid cut weft would not recommend hair weaving
4.0,Its a nice sturdy come made from fragrant wood,Its a nice sturdy come made from fragrant wood. Does its job and smells good. Not really more to say than that lol,B00RIESYMW,1432086855000,0,True,positive,nice sturdy come made fragrant wood job smell good not really say lol
3.0,Not worth the money.,"I love Clinique, especially happy in bloom. The problem i have with this is the size/price. The bottles are very small for the price you're paying. Its around half the price of a small bottle and you get way less than half a bottle. I gave it 3 stars simply bc I love the scent.",B01N1N7JTB,1590216993877,0,True,neutral,love clinique especially happy bloom problem size price bottle small price paying around half price small bottle get way less half bottle gave star simply love scent
5.0,Small,Too small,B01JJAFYZC,1558110198931,1,True,positive,small
1.0,One Star,Will not work for my hair!!!,B00L5HZCPU,1491097374000,1,True,negative,not work hair
5.0,Great,Great for wig makers since they provide you with a high quality adjustable wig cap as well as wig combs! I’m so glad I purchased this!!,B07PHKCK8T,1564616151039,0,True,positive,great wig maker since provide high quality adjustable wig cap well wig comb glad purchased
3.0,Glue is the issue,Overall cute eyelashes but glue does not stay at all,B08JB5PMHJ,1619563239241,0,True,neutral,overall cute eyelash glue not stay
3.0,I like this rag.,"This Tsurag is great for when I am awake, but, it comes off when I lay down.  I think I might just need the larger size.",B00U35VK5G,1457848650000,0,True,neutral,tsurag great awake come lay think might need larger size
3.0,Three Stars,Did not look like picture. Curls are super tight and Auburn is bright.,B07D71XKK8,1532375438899,0,False,neutral,not look like picture curl super tight auburn bright
1.0,Toning cream,No idea what it does,B004X172AS,1573890783480,0,True,negative,idea
3.0,It's nice,"I bought this because I thought it would be more pink, more opaque, more.. Cream.<br />It's a bit drying, and the color is kind of coral-pink, kind of like salmon. Maybe it's just how I see it.<br /><br />It's nice, but I don't ADORE it.",B007MJJXT6,1375735229000,0,True,neutral,bought thought would pink opaque cream bit drying color kind coral pink kind like salmon maybe see nice adore
3.0,Three Stars,If you are tall find something else.  I should have returned. Use it once in awhile.,B005FRXQ5E,1472530774000,1,True,neutral,tall find something else returned use awhile
3.0,Remove product doesn't work as well. Lotion however is great,Remove product doesn't work as well. Lotion however is great!<br /><br />I'm giving 3 stars because of the lotion but im fairly disappointed that the removal cream doesn't work as I thought it would.<br /><br />It removes hair but not all of them.<br /><br />Nair Extra Strength seems to be a stronger and better product then this one.<br /><br />Not to mention this product is highly overpriced i paiy 5 dollars for Nair 10 oz,B0052YFCSO,1311206258000,1,True,neutral,remove product work well lotion however great giving star lotion fairly disappointed removal cream work thought would remove hair not nair extra strength seems stronger better product one not mention product highly overpriced paiy dollar nair
1.0,Loyal customer done wrongful!!!,Well my product I was unsatisfied with it because the product was old and outdated.expiration was 2/16 and todays date is 3/17and smelled funny.Im one of amazons top customers and I've never experienced anything like that before.if there was anything u could do to make my experience better I would appreciate if yall would chk expiration dates on products before sending them out and it would also be thoughtful if yall could at least give me my compensation back or a fresh new bottle of lotion.....I would really like that,B0069557Z8,1488922235000,1,True,negative,well product unsatisfied product old outdated expiration today date smelled funny one amazon top customer never experienced anything like anything could make experience better would appreciate yall would chk expiration date product sending would also thoughtful yall could least give compensation back fresh new bottle lotion would really like
2.0,Two Stars,doesn't cut the beard like in the past.,B000GBMYC0,1467601181000,0,True,negative,cut beard like past
1.0,prints are beautiful,once the get unruffled they are hard to get in the same shape and when you take them off the buttons get tangled in your hair.  The back stand out to much behind your hair and make a big puff in the back.,B08RHYN2PS,1614539569650,0,True,negative,get unruffled hard get shape take button get tangled hair back stand much behind hair make big puff back
5.0,makeup,I've used this for a while now and it lasts a long time. This only takes a tiny bit to get the effects you are looking for.,B000WHOAHA,1386599373000,1,True,positive,used last long time take tiny bit get effect looking
1.0,Don't buy,"This is awful. Bad texture, color pay off is terrible, and a lot of fallout",B07GCG1F8N,1550526857207,0,True,negative,awful bad texture color pay terrible lot fallout
1.0,Sprays everywhere,I disliked this product. It sprayed everywhere and made a mess. Very rough.,B09B9NYX77,1646158751120,0,True,negative,disliked product sprayed everywhere made mess rough
3.0,Beautiful but no aroma in the pink collection (A),"Beautiful looking roses. A little confused at first since they felt like rubber, and don't have an aroma. But my husband got one wet and got very sticky, but does dissolve in water. Other than that, it a a good value gift for the buck.",B07DV8P4ZB,1557786331088,0,True,neutral,beautiful looking rose little confused first since felt like rubber aroma husband got one wet got sticky dissolve water good value gift buck
1.0,One Star,Not the same as pictured..,B01MRX18Y5,1488090755000,3,True,negative,not pictured
2.0,honestly feels like I put glue around my nail,"honestly feels like I put glue around my nail. was very thin and didn't peel off easily, I think I need to use more of the product to really have it work. I wish it came with instructions because its just the bottle, and since its in Chinese I have no idea what the bottle actually says to look up instructions....oh well. will continue trying this item and will update review<br /><br />UPDATE: so ive been using this product for a month or two and still feel the same as before....doesnt look anything like the photos, doesnt dry quickly...took more than 20 min to dry! and when it peeled off it didnt all come off so i was forced to use my tweezers and basically scratch at my skin until it somewhat came off :/ i would recommend buying a different brand...as for me i tossed this one in the trash!",B01CTQC9J2,1478708695000,0,True,negative,honestly feel like put glue around nail thin peel easily think need use product really work wish came instruction bottle since chinese idea bottle actually say look instruction well continue trying item update review update ive using product month two still feel doesnt look anything like photo doesnt dry quickly took min dry peeled didnt come forced use tweezer basically scratch skin somewhat came would recommend buying different brand tossed one trash
4.0,Loved it,She loved it,B081GG8PQX,1618417370744,0,True,positive,loved
2.0,Ehh,They had glue on them like from a glue gun... also quality was not great,B07J1NJZJR,1594617303625,0,True,negative,glue like glue gun also quality not great
5.0,Great curls,"I really like this ceramic curling iron, heats up really fast and does the cutest girls.",B07B5BFJGH,1545593136920,1,True,positive,really like ceramic curling iron heat really fast cutest girl
5.0,Five Stars,Item works as describe. would reccomend.,B076BW5P5S,1525803826139,0,True,positive,item work describe would reccomend
3.0,Hit or miss,Some lashes on here were great and comfortable. While others were thick Nd uncomfortable to have on,B08Z7Z3JBH,1672725612898,0,True,neutral,lash great comfortable others thick uncomfortable
3.0,Drying,A bit drying but does show some results after a few uses,B08RY6S25W,1675147315136,0,True,neutral,bit drying show result us
1.0,I followed directions but it took TWO packages and even on the second wash it didn't lather well and I didn't feel like it cleaned my hair,Not impressed with the shampoo at all.  I followed directions but it took TWO packages and even on the second wash it didn't lather well and I didn't feel like it cleaned my hair.  I'm sure glad I tried these packages and didn't buy the whole bottle as this stuff is expensive.  I do like the Leave In Conditioner but I will NOT be buying the shampoo again.,B06XB1QVPQ,1523885080222,1,True,negative,not impressed shampoo followed direction took two package even second wash lather well feel like cleaned hair sure glad tried package buy whole bottle stuff expensive like leave conditioner not buying shampoo
1.0,"The package mislead me, I was looking for a taller handles",The package does not show what it really contain.,B07H3BD7ZG,1609359197524,0,True,negative,package not show really contain
3.0,Ok for the price,Ok for the price. Not durable,B07VK5G124,1578866452058,1,True,neutral,price not durable
1.0,Didn’t Work,This product did not work for me. The gel didn’t soften at all,B07XH1NY6J,1587133069573,0,True,negative,product not work gel soften
1.0,Cheap,Cheap,B07YXMMLXN,1613421517827,0,True,negative,cheap
5.0,Dial lavander,Smells good,B072Z6DWJM,1553823467607,0,True,positive,smell good
5.0,Good quality,They work great!,B01M3YS52E,1579472322118,0,True,positive,work great
5.0,My husband approved,My husband is always using my face wash so I wanted to get him his own. He says it made his face feel clean but not dry. The smell was really good too.,B08BFH35VX,1596758303513,0,False,positive,husband always using face wash wanted get say made face feel clean not dry smell really good
5.0,Feedback,Ordered unicorn headband for my 8 year old ..she instantly fell in love with it and carries it to school everyday. The balloons that came along with the order was quite thoughtful<br />5 stars for product and seller<br />Definitely recommend,B0778MBLQ7,1541940014743,0,False,positive,ordered unicorn headband year old instantly fell love carry school everyday balloon came along order quite thoughtful star product seller definitely recommend
1.0,Not useful,"The buttons are too loose and low...they don't hold my mask in place, which is the reason I made this purchase.<br />The patterns are awesome though.",B08HZB3S6V,1611692405969,0,False,negative,button loose low hold mask place reason made purchase pattern awesome though
1.0,It sucks,It's not good at all.  It was all lumpy. And don't work at all,B07VHNQHBN,1649790259430,0,True,negative,not good lumpy work
5.0,Perfect for slumber party fun!,We used these for my daughters sleep over. Each of the girls got to pick out the color they wanted and since they are long we could trim them to blend in with each girl’s hair. So much fun!,B079NS5D93,1541879062323,0,True,positive,used daughter sleep girl got pick color wanted since long could trim blend girl hair much fun
2.0,Difficult to work with,"I’ve been really into gel blushes lately and I kept seeing this pop up in my feeds, so I gave in and bought it.<br /><br />For the price you do get a lot of product. It’s quite large and it’s probably going to last a lifetime BECAUSE it is SO pigmented. Seriously, its almost too pigmented. You literally only need a pin sized amount because it’s so pigmented. Its difficult to control how much comes out because when you squeeze it.<br /><br />It’s hard to get this blended in before it started staining and setting. It’s hard to control the pigment and every time I’ve tried it I end up going to low with it in order to get the edges blended out.<br /><br />Frankly, I prefer Maybelline Cheek Heat over this product. It’s much more sheer and easier to work with and I like the dried down finish of it better because it’s a bit dewier than this product.<br /><br />For the price I wish I liked it more.",B084DNW5RB,1606100200628,8,True,negative,really gel blush lately kept seeing pop feed gave bought price get lot product quite large probably going last lifetime pigmented seriously almost pigmented literally need pin sized amount pigmented difficult control much come squeeze hard get blended started staining setting hard control pigment every time tried end going low order get edge blended frankly prefer maybelline cheek heat product much sheer easier work like dried finish better bit dewier product price wish liked
3.0,😑,It was cool for what I needed it for… took it right off after my photoshoot.,B08B1FF461,1639241060190,1,True,neutral,cool needed took right photoshoot
5.0,"Great product, Great price","Very well made product. Sturdy, cute, reliable, and works perfectly! The bag is a tight fit, but I just use it for jewelry when traveling, so think of it like a free bonus gift!",B00JNI1DZQ,1438566180000,0,True,positive,well made product sturdy cute reliable work perfectly bag tight fit use jewelry traveling think like free bonus gift
1.0,Star come off,It’s ok<br />Nice design but stars aren’t secured<br />Like some one just stuck them on so they peel off and curl up.,B08XW8RRLY,1619959839950,1,True,negative,nice design star secured like one stuck peel curl
4.0,Hemp cream,My experience is that earlier hemp creams I bought thru Amazon gave me deeper pain relief.,B08ZBCGXSS,1662986588457,2,True,positive,experience earlier hemp cream bought thru amazon gave deeper pain relief
2.0,Don't stick to tub as good as the ones my wife purchased several years ago.,Adhesion failed on more than half. :(,B00NC550DW,1607198533925,0,True,negative,adhesion failed half
5.0,Good,Suppppper soft and thick. Applies and blends contour perfectly.,B00WQEJV6M,1492003784000,0,True,positive,suppppper soft thick applies blend contour perfectly
3.0,I dislike the bar of soap 🧼,"I'm disappointed⭐⭐👎👎 with my lume bar of soap 🧼 the warm vanilla bar, because I can still smell 👃a monkeys butt 🐒🤢🤮🥴😩, the body wash is better 👍👍⭐⭐⭐⭐⭐",B0B1THGFD6,1661071944612,2,True,neutral,disappointed lume bar soap warm vanilla bar still smell monkey butt body wash better
5.0,Gorgeous foils,"Im an avid foil nail user. If used correctly, the designs are limitless.<br />Havnt used these yet but should be fine. If having trouble with entire design coming off, try 2 things.<br />1- wipe backing off with lintfree alcohol swab.<br />2- polish nails 1 coat with comparable to foil color.<br />I always apply single coat polish first. Foil seems to adhere better.<br />Love these designs.<br />Highly recommend.<br />Fast ship.<br />As described.<br />Will buy again",B085T5HP93,1591024676287,1,True,positive,avid foil nail user used correctly design limitless havnt used yet fine trouble entire design coming try thing wipe backing lintfree alcohol swab polish nail coat comparable foil color always apply single coat polish first foil seems adhere better love design highly recommend fast ship described buy
3.0,I'm not impressed.,"Bought because of reviews but I'm going back to my Secret gel, it just works better.",B01IAE1AHE,1600020185224,0,True,neutral,bought review going back secret gel work better
1.0,Not happy,Totally not worth it,B08HHK75P7,1603416614552,0,True,negative,totally not worth
5.0,Five Stars,love this color,B002GDKPUY,1434661987000,0,True,positive,love color
3.0,Probably won't buy again,It's okay,B01LXC6VKV,1549942297553,0,True,neutral,okay
5.0,Softens,Really works on very rough heals.,B07MMWXPLJ,1590527634822,0,True,positive,really work rough heals
3.0,Just so-so,"Not that impressed, reading the reviews, I thought this would be awesome. It is just mediocre.",B07PM8PFC8,1558802008017,0,True,neutral,not impressed reading review thought would awesome mediocre
3.0,Worked great but not for long.,Worked great the first few times I used it. My nails were dry and everything but it did short out after only a couple uses. Great for first trying out gel but would recommend getting a better quality lamp.,B01KXDO4YG,1499873994706,0,True,neutral,worked great first time used nail dry everything short couple us great first trying gel would recommend getting better quality lamp
2.0,KISS,"I had a Norelco trimmer that lasted several years and loved it. The main reason I chose the T980 over the T765 is that it can be operated from the plug. However, the comb is difficult to re-attach after cleaning and ultimately busted completely after less than 2 months of use. The vacuum is a nice feature but the receptacle is not secure, sometimes sending hair flying everywhere. The worst part is the vacuum feature makes it impossible to use the bare blade to trim edges; you have to use a separate attachment for this. The button to operate the ""turbo"" feature (totally unnecessary) is extremely cheap and came off the first time I pressed it. Norelco / Philips trimmers are definitely the way to go, but don't shell out the extra money for the shoddily designed extra features. Get the T765, I just did as a replacement for this piece of dung.",B000FEF1V4,1208626546000,1,False,negative,norelco trimmer lasted several year loved main reason chose operated plug however comb difficult attach cleaning ultimately busted completely less month use vacuum nice feature receptacle not secure sometimes sending hair flying everywhere worst part vacuum feature make impossible use bare blade trim edge use separate attachment button operate turbo feature totally unnecessary extremely cheap came first time pressed norelco philip trimmer definitely way shell extra money shoddily designed extra feature get replacement piece dung
1.0,This product is terrible and BURNS!,It burns!!! This product is terrible! It started to burn my skin within a few minutes. It is NOT natural! The first ingredient are alcohol which burned and dried out my hair!!! What a waste and false advertising!,B079DGTY9G,1609538866222,6,False,negative,burn product terrible started burn skin within minute not natural first ingredient alcohol burned dried hair waste false advertising
2.0,Dissapointed,So im new to growing a beard. I have a beard comb but wanted to get a brush as well. This bruah does not work with my short to medium length coarse beard. All it does is push the hair around. Does nothing for me.,B01MR513G3,1635977750109,0,True,negative,new growing beard beard comb wanted get brush well bruah not work short medium length coarse beard push hair around nothing
5.0,Five Stars,Does exactly as describe.,B01MYME2A7,1503451244471,0,True,positive,exactly describe
3.0,Good idea but not for diamond painting,Not good for diamond painting since the tip is too big. Is good for bigger stones,B0886H4MP9,1613267751554,0,True,neutral,not good diamond painting since tip big good bigger stone
1.0,Don't waste your money,"The base coat goes on well, but when using this product as a base coat, the polish begins to lift within 3-6 days on some nails.  When using gellen as a base coat, this doesn't happen and my nails are good for 10-14 days.  I would use a different brand than this one.",B07DMD8M5T,1629499987974,0,True,negative,base coat go well using product base coat polish begin lift within day nail using gellen base coat happen nail good day would use different brand one
1.0,Did not work,Did not work for me and I use it for several months.  Just didn't I work  won't get it again,B00014FTTC,1389725605000,0,True,negative,not work use several month work get
1.0,Very dry and not smooth when applying.,I have oily skin so I use a lil witch hazel to knock out the excess oil. It should glide on but breaks instantly. I will not be buying again,B08PNR7TM2,1629743763033,1,True,negative,oily skin use lil witch hazel knock excess oil glide break instantly not buying
5.0,Five Stars,This unit works much better then the circular type callous remover.  Definitely works better if used after a shower.,B013QBNX58,1457717456000,0,True,positive,unit work much better circular type callous remover definitely work better used shower
4.0,Be careful with them and they’ll last forever it’s super cute addition to your homemade spa day,These things are surprisingly stretchy they fit my enormous head which I was actually pretty taken aback by their colors are really cute and they’re super comfy they do with their design to and keep your hair away from your face. I would say that you have to be careful with them because the bow part does seem to come away from it pretty easily but as long as you don’t touch it off your head from there they should last for ages super cute definitely would buy again,B08R68SYF5,1635099860194,0,True,positive,thing surprisingly stretchy fit enormous head actually pretty taken aback color really cute super comfy design keep hair away face would say careful bow part seem come away pretty easily long touch head last age super cute definitely would buy
1.0,All of them scratched and or dented. The pictures cannister is not what they look like when you get them....,"If you are looking to have canisters in great condition like the pics, then don't buy. Every one of that kids and canisters of the 24 I bought all have little dents in them or scratched all over. Doesn't look good when I put my product in these and then put on the shelf as new when the cans look like someone played street hockey with them. Won't order from this seller/distributor again.",B01GKB9INC,1503135789945,1,True,negative,looking canister great condition like pic buy every one kid canister bought little dent scratched look good put product put shelf new can look like someone played street hockey order seller distributor
4.0,Great Product Once You Get the Hang of It,Cool hair tool if you know how to use it! I was able to try it but it was too much trouble. Ended up giving it to my daughter and she loves it! Great product.,B0092MCQZ4,1626543499962,0,True,positive,cool hair tool know use able try much trouble ended giving daughter love great product
3.0,Is this thing on?,I can’t say I’ve noticed this doing much for my pets.,B08G54QVBV,1631553867455,0,True,neutral,say noticed much pet
5.0,My fave,"Love this thing! I call it my bling stick, I use it everyday",B07P25WNDS,1620943078076,0,True,positive,love thing call bling stick use everyday
2.0,It broke within a couple of months,There was no directions as how to use  the drill bits and what each one was for.  I had to go on YouTube and find a video yo help me. It was a little pricey.,B01MAX1XPV,1586124286457,0,True,negative,direction use drill bit one youtube find video help little pricey
5.0,Best Eye Shadow,"Fabulous eye shadow, smooth and good color. Good eco-packaging!",B00T34MWZK,1617983430834,0,True,positive,fabulous eye shadow smooth good color good eco packaging
3.0,Flents Silicone Nose Pads,"These nose pads are as hard as the ones that comes with any eyeglasses frames. There is not any difference between them, meaning these nose pads does not relief any pressure made to the skin nor any damage as well.",B000KRL5VG,1343149720000,0,True,neutral,nose pad hard one come eyeglass frame not difference meaning nose pad not relief pressure made skin nor damage well
3.0,Tastes funny.,Doesn't stay on long. Tastes funny.,B00WINPC96,1477596215000,0,True,neutral,stay long taste funny
4.0,shipping took a bit of time and smaller...,"smaller than i thought - the pendant is HUGE and the slot to put your scarf is tiny. very cute, and very useful as long as you have skinny scarves and not bulky ones",B008Z80XQA,1367429751000,0,True,positive,smaller thought pendant huge slot put scarf tiny cute useful long skinny scarf not bulky one
